price_UAH,city,main_area,second_area,street_name,subway,total_square,kitchen_square,living_square,rooms,total_floors,flat_floor,wall_type,checked_apartment,newbuild_name,animal,photo_counts,description,latitude,longitude,date,url
14 000,Харків,Основ’янський,,вул. Лисаветинська,Проспект Гагаріна,53.0,17.0,20.0,2,16,13,кирпич,False,ЖК Левада,,24,"Оренда шикарної квартири в центрі Харкова, ЖК Левада 1.
2 кімнатна квартира розташовується на 13 поверсі 16-поверхового будинку.
Це квартира, в якій є всі необхідні меблі і техніка, стане для вас комфортним будинком, в якому хочеться проводити час.
Розвинена інфраструктура, все необхідне для життя знаходиться в пішохідному доступу. До станції метро Левада - 5 хвилин.
Вартість оренди - 14000грн + комунальні.
Зателефонуйте! організуємо оперативний показ квартири!",49.97834985,36.24264651,2025-01-20 17:15:52,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-osnovyanskiy-elizavetinskaya-ulitsa-32082041.html
3 500,Харків,Київський,Салтівка,пров. Шевченківський,Академіка Павлова,20.0,5.0,10.0,1,13,6,кирпич,False,ЖК Воробйові гори,True,6,"Сдам на длительный срок (от 6 месяцев) уютную однокомнатную смарт-квартиру в спальном районе Харькова, по адресу переулок Шевченковский, метро Академика Павлова.

Квартира расположена в тихом районе, вдали от шумных дорог. В пешей доступности вся инфраструктура: магазины, аптеки, школы, детские сады, парки, метро.

Квартира площадью 20 кв. м., полностью меблирована и оборудована всей необходимой бытовой техникой:

холодильник
стиральная машина
микроволновая печь
электроплита
телевизор
бойлер

Ремонт свежий, выполнен в светлых тонах. В квартире уютно и комфортно, как дома.

С животными по договорённости

Стоимость аренды: 3500 грн. в месяц. Коммунальные платежи оплачиваются отдельно.

Залог в размере месячной оплаты.

Звоните, договоримся о просмотре!",50.011745,36.304128,2025-01-20 17:15:41,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovka-shevchenkovskiy-pereulok-31348083.html
6 500,Харків,Основ’янський,Одеська,вул. Качанівська,,55.0,,,1,16,1,,False,ЖК Макіївська,,8,"Сдам 1к.кв. в новострое, Жилстрой 1, 55 м, 1/16 эт. 100 м от Зерновой, Новый современный и стильный ремонт, решётки на окнах, надёжная бронированная дверь. Счётчик на отопление, можно регулировать, поэтому отопление выходит 500 гр. В доме есть бомбоубежище. 6500+к.у.",49.953304,36.25604,2025-01-20 16:49:01,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-odesskaya-kachanovskaya-ulitsa-32671048.html
5 000,Харків,Холодногірський,,вул. Котляра Євгена,,65.0,11.0,,2,8,8,кирпич,False,,,9,"номер обьєкта: 11879
Оренда чудової двокімнатної квартири в будинку типу «Сталінка»  це ідеальний варіант для тих, хто цінує комфорт, стиль і затишок!
Ключові характеристики:Тип будинку: Сталінка  міцний, надійний дім з високими стелями та просторими приміщеннями.
Поверх: 8-й  останній поверх, що забезпечує тишу без сусідів зверху та чудові краєвиди з вікон.Загальна площа: 65 м²  вдосталь місцядлякомфортногопроживання.Площа кухні: 11 м²  простора кухня, ідеальна для приготування їжі та приємних посиденьок. Кількість кімнат: 2 кімнати простір для відпочинку і роботи.Меблювання: Квартира повністю мебльована  все необхідне для комфортного проживання вже готове до використання.
Інтерєр квартири оформлений зі смаком, поєднуючи класичний стиль із сучасними елементами декору. Світлі стіни створюють атмосферу легкості та простору, а великі вікна забезпечують багато природного світла.Всі зручності поруч: магазини, кафе, школи та громадський транспорт, що робить цю квартиру ще привабливішою для оренди.Не пропустіть можливість насолоджуватися комфортом у просторій та стильній оселі! 3000  коммунальні",49.98884609,36.20800049,2025-01-20 15:55:15,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-holodnaya-gora-krasnoarmeyskaya-ulitsa-32670468.html
3 000,Харків,Київський,,вул. Чернівецька,Академіка Павлова,20.0,5.0,10.0,1,7,1,кирпич,False,ЖК Воробйові гори,,7,"Код об'єкта: 9137
Здається квартира з євроремонтом на першому поверсі новобудови.
Загальна площа 19 кв.метрів.   
Квартира повністю мебльована сучасними меблями і готова до заселення. 
Вся необхідна побутова техніка: електрочайник, холодильник, мікрохвильова піч, варильна панель, пральна машина.
Скрізь економ-лампи.
Інтернет, телевізор, кондиціонер, холодильник, телевізор.
Оплата: оренда плюс опалення плюс вода та світло за лічильниками
Відмінне місце розташування! 
Всього 7 хвилин пішки до метро Академіка Павлова.
Близько до інфраструктури. Відмінний вибір для комфортного життя.  
Телефонуйте!",50.013042,36.311531,2025-01-20 15:41:36,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-kievskiy-chernivetskaya-ulitsa-32670346.html
8 000,Харків,Слобідський,,в'їзд Тарасівський,Спортивна,65.0,6.0,40.0,3,11,7,,False,,,10,"Сдам 3к квартиру между метро Спортивная и Защитников Украины, Тарасовский вьезд на среднем этаже, рядом Чудо маркет, Конный Рынок, Металлист, остановка транспорта.
Квартира утеплена, 2 кондиционера, ремонт, вся необходимая техника, 2 застеклённых/зашитых балкона.
Ком. услуги.",49.983569,36.2718851,2025-01-20 15:22:03,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-tarasovskiy-vyezd-32670159.html
6 500,Харків,Шевченківський,Павлове Поле,просп. Науки,,32.0,7.0,22.0,1,7,3,кирпич,False,,,15,"Код обєкту:
Здається затишна квартира-студія з євроремонтом біля метро ""23 Серпня"", проспект Науки, 39.
Поверх: 3-й із 7. Загальна площа: 32 м². Кухня: 7 м², обєднана зі світлою вітальнею у форматі студії.
Планування: сучасна студія, що створює відчуття простору. Санвузол: суміщений.
Виконано якісний євроремонт із використанням сучасних матеріалів. Квартира повністю укомплектована стильними меблями, що поєднують комфорт і естетику.
Оснащення:Кондиціонер для зручного мікроклімату.Домофон для безпеки.Плазмовий телевізор.Повний набір побутової техніки.
Балкон: додає додаткового простору та затишку.
Будинок розташований у зручному районі, всього за 1 хвилину від метро ""23 Серпня"". Поруч є все необхідне для комфортного життя: магазини, кафе, супермаркети, зелена зона для прогулянок.
Квартира здається на тривалий термін, ідеально підходить для однієї особи або пари.
Світла, стильна та затишна  ця квартира стане чудовим домом для тих, хто цінує комфорт і зручність.
Запрошуємо на перегляд, квартира готова до заселення!
Орендна плата комунальні послуги",50.03149446,36.22097008,2025-01-20 13:51:03,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-pavlovo-pole-lenina-prospekt-32669453.html
5 000,Харків,Київський,Салтівка,вул. Гвардійців-Широнінців,,65.0,7.0,,3,9,8,кирпич,False,,,15,"код 11875
Здається простора 3-кімнатна квартира в затишному районі Салтівки, біля легендарного ""Океана"". Це ідеальне місце для тих, хто цінує комфорт і зручність! Квартира на 8-му поверсі 9-поверхового будинку, загальна площа  65 м², кухня  7 м². Всередині  все, що потрібно для життя: сучасна техніка, включаючи холодильник, мікрохвильову піч, пральну машину, телевізор, пилосос і навіть кондиціонери в кожній кімнаті, щоб літо проходило в прохолоді. Є два засклені балкони, гардеробна, комора, всюди встановлені металопластикові вікна, що забезпечують тепло та шумоізоляцію. Дві кімнати повністю мебльовані, третя  вільна, ідеально для створення особистого простору або робочого кабінету. Санвузол роздільний, у ванній встановлений бойлер, що гарантує гарячу воду завжди. Розташування теж тішить  всього 15 хвилин прогулянки до метро ""Героїв Праці"". Поруч дитячі садочки, школи, супермаркети, аптеки, ринок, зупинки транспорту та навіть ТРЦ. Дозволено проживання з домашніми улюбленцями, тож ваш котик теж буде радий новій домівці! Ця квартира вже готова стати вашим новим затишним куточком. Всього 5000 грн на місяць плюс комунальні послуги  не пропустіть шанс на комфортне життя! Телефонуйте і приходьте на перегляд, поки інші ще думають!",50.026631,36.348866,2025-01-20 13:51:03,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovka-gvardeytsev-shironintsev-ulitsa-32669456.html
3 500,Харків,Київський,,пров. Шевченківський,Академіка Павлова,20.0,3.0,18.0,1,13,8,кирпич,False,ЖК Воробйові гори,,14,"Код 10640
Здається в оренду сучасна 1-кімнатна дворівнева квартира-студія в ЖК ""Воробйові гори"", яка стане ідеальним варіантом для комфортного життя.

Квартира виконана у стильному європейському дизайні з продуманим плануванням, що дозволяє максимально ефективно використовувати простір.
Всі необхідні меблі та сучасна техніка вже є в наявності, забезпечуючи затишок і зручність з першого дня проживання.

Житло розташоване на 8 поверсі 12-поверхового будинку, що відкриває чудові краєвиди та гарантує тишу і спокій.
Район має розвинену інфраструктуру: поруч є магазини, кафе, аптеки, зупинки транспорту та інші сервіси, необхідні для комфортного життя.

Ця квартира  поєднання стилю, зручності та комфорту.
Телефонуйте вже зараз, щоб дізнатися більше або домовитися про перегляд!",50.011745,36.304128,2025-01-20 13:29:23,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-kievskiy-shevchenkovskiy-pereulok-32669346.html
2 500,Харків,Салтівський,,вул. Гарібальді,,26.0,3.0,18.0,1,5,5,панель,False,,,7,"Здам смарт-квартиру вул. Гарібальді, зупинка 2 хвилини, з ремонтом, сучасні меблі, пральна машина автомат, холодильник, бойлер, електропіч, 2500+ свiтло",50.00625,36.35532,2025-01-20 12:40:08,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-garibaldi-ulitsa-32668882.html
3 000,Харків,Немишлянський,,Салтівське шосе,,46.0,6.0,,1,9,1,кирпич,False,,,13,"Здається затишна 1-кімнатна квартира на Салтівському шосе, (Немишлянський район, біля 8 хлібзаводу).

Квартира розташована на 1 поверсі 9-поверхового панельного будинку, загальна площа  46 м², кухня  6 м². Зручне планування: суміжна кімната, суміжний санвузол. Виконано якісний євроремонт, встановлені решітки на вікнах, що забезпечують додаткову безпеку.

Квартира мебльована та оснащена всім необхідним для комфортного проживання: пральна машина, холодильник, варильна панель, духова шафа, газова плита, кондиціонер. Є Wi-Fi, балкон/лоджія, гардероб, ванна, меблі на кухні.

Працює централізоване опалення та водопостачання навіть під час блекаутів. Будинок обладнаний ліфтом і має гостьовий паркінг.

Інфраструктура:
У радіусі 500 метрів: супермаркет ""Посад"", спортзал ""Пульс Джим"", аптеки, магазини, кафе, школи, дитячий садок, зупинки транспорту, парк ""Перемоги"", ринок. До ТРЦ ""Французький бульвар""  близько 2 км.
Квартира має зручне розташування для авто та безпечний 1 поверх. Ідеально підійде для сімейної пари, молоді або людей старшого віку.
Ціна: 3000 грн   комунальні послуги.
Телефонуйте зараз і домовляйтеся про перегляд!",49.984907,36.320791,2025-01-20 11:46:10,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-nemyshlyanskiy-saltovskoe-shosse-32668368.html
10 000,Харків,Шевченківський,Павлове Поле,вул. Двадцять Третього Серпня,,60.0,10.0,,2,9,8,кирпич,False,,,10,"Терміново здається 2-кімнатна квартира в Харкові, район Павлове Поле, вул. 23 Серпня. Розташована на 8 поверсі 9-поверхового будинку. Загальна площа  60 м², кухня  10 м². Планування роздільне, санвузол суміжний. Квартира мебльована, з хорошим свіжим ремонтом, тепла і світла, є балкон. Оснащена всією необхідною побутовою технікою: мікрохвильова піч, плита, духова шафа, холодильник, посудомийна машина, пральна і сушильна машини, електрочайник. Для вашого комфорту є кондиціонер, Wi-Fi, кабельне та цифрове ТБ, Поруч із будинком вся необхідна інфраструктура: метро, зупинки транспорту, супермаркет, ТРЦ, аптеки, банки, пошта, лікарня, школа, дитячий садок, ринок, кафе, ресторани, кінотеатр, театр, магазини та кіоски. Електроенергію не вимикають. 
Ціна 10000 комунальні послуги",50.032575,36.233182,2025-01-20 11:46:10,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-pavlovo-pole-dvadtsat-tretego-avgusta-ulitsa-32668369.html
6 000,Харків,Салтівський,605-ий мікрорайон,просп. Тракторобудівників,Академіка Барабашова,67.0,7.0,42.0,3,9,7,панель,False,,,10,"Сдаю 3 комнатную квартиру , 
 7 этаж/9, 
Салтовка, 605 микрорайон,  район ЛЮБАВЫ, проспект Тракторостроителей дом 69-а.
Формат:  2 отдельные спальни + гостиная
Свежий ремонт , мебель и техника. 
Рядом ТРК Украина, АТБ, рынок, вся инфраструктура.
Цена 6000 грн.+ коммунальные услуги.",50.001721,36.338445,2025-01-19 20:51:07,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-605-yy-mikrorayon-traktorostroiteley-prospekt-24530550.html
10 000,Харків,Слобідський,Нові Дома (Слобідський),просп. Героїв Харкова(Московський),Палац спорту,47.0,10.0,21.0,1,14,1,газоблок,False,ЖК Пролісок,,10,"Первая сдача!
Сдаем 1 комнатную метро Дворец Спорта в ЖК Пролисок проспект Героев Харькова.
Комплекс расположен всего в трех минутах ходьбы от метро Дворец спорта. В пешей доступности от дома многочисленные супермаркеты, а также школы и детские сады.
Квартира укомплектована необходимой мебелью и бытовой техникой, комната зонирована для комфорта на спальню и гостиную
Квартира готова к заселению!",49.96483294,36.31579413,2025-01-19 20:30:07,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-novye-doma-slobodskoy-geroev-harkova-moskovskiy-prospekt-32667165.html
7 000,Харків,Київський,Тюринка (Київський),Салтівське шосе,,38.0,10.0,,1,9,2,кирпич,False,,,7,"Здається сучасна однокімнатна квартира в новобудові за адресою: Салтівське шосе, 73-Г. Зручне розташування на 2-му поверсі девятиповерхового будинку з окремою кухнею площею 10 м² та затишною житловою кімнатою. Загальна площа квартири  38 м².
Оселя повністю готова до вашого комфортного проживання: є кондиціонер, бойлер, пральна машинка, газова плита та місткі шафи. 
Квартира відкрита для родин з дітьми чи домашніми улюбленцями  тут знайдеться місце для кожного!

Вартість оренди  7000 грн   комунальні платежі за лічильниками (вода, електроенергія, інтернет та опалення). Це місце, де затишок і сучасний комфорт створюють ідеальні умови для життя.",49.9904235,36.30767895,2025-01-19 19:12:22,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tyurinka-kievskiy-saltovskoe-shosse-32666948.html
2 500,Харків,Слобідський,,вул. Гордієнківська,,48.0,8.0,,2,3,2,кирпич,False,,,6,"Здається затишна двокімнатна квартира з роздільним плануванням у цегляному будинку на 2-му поверсі 3-поверхівки. Загальна площа  48 м², кухня  8 м². Квартира тепла, світла та має косметичний ремонт.

Оселя облаштована всім необхідним для комфортного життя. Зручна транспортна доступність: лише 7 хвилин пішки до метро та 3 хвилини до трамвайної зупинки.

Ціна  2500 грн   комунальні платежі. Це ідеальний варіант для тих, хто шукає доступне житло зі зручним розташуванням.",49.97638021,36.24126882,2025-01-19 19:12:22,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-gordienkovskaya-ulitsa-32666949.html
6 000,Харків,Шевченківський,Павлове Поле,просп. Науки,,35.0,8.0,,1,5,3,кирпич,False,,,10,"Сдам  1-кімнатну студійну повногабаритну квартиру.
Розташовану на третьому поверсі. 
В ідєальному ремонті та стані.
Все необхідне для життя у наявності

Додаткові комунальні платежі - світло (за лічником)   холодна вода ( 250грн -фіксовано)   варочний газ (за лічником).
При необхідності інтернет.",50.04180231,36.21646102,2025-01-19 19:12:22,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-pavlovo-pole-lenina-prospekt-32666950.html
4 000,Харків,Шевченківський,,,Ботанічний сад,40.0,9.0,,1,9,4,цегла,False,,,12,"Здам 1 кімнатну квартиру, Шевченківський, Павлово Поле, вул. Дерев'янка 46, У пішій доступності метро Ботсад і 23 Серпня, Саржин Яр. Супермаркети та ринок. 
Середній поверх, наявність усієї необхідної побутової техніки для життя.  
Додатково тільки світло. Опалення не сплачується.  
Об'єкт  111-918-579",,,2025-01-19 18:27:33,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-32666879.html
3 800,Харків,Шевченківський,,вул. Двадцять Третього Серпня,23 Серпня,31.0,6.0,,1,5,2,цегла,False,,,11,"Здам 1 кімнатну квартиру, Шевченківський, Павлово Поле, вул. 23 серпня 24А, м. 23 Серпня.  
Квартира простора , світла , тепла , чистенька , з позитивною енергією . Є меблі - є диван , є шифоньєр , є холодильник 2-х кам. , є стіл , стільці , полиці для посуду , Стоїть газова німецька колонка JUNKERS ( гаряча вода буде цілий рік ) , є газова плита , світлий паркет , балкон , двері броньовані . Ціна - 3500 + комуналка .Проживати можна сім'єю , студенти , з дітьми , можна з Тваринами котик , собачка , Можна зі своїми меблями . ЗАСТАВА і за останній місяць - НЕ ПОТРІБНО платити . У двох хвилинах знаходитися - супермаркет ' КЛАС ', метро , стадіон . Всі маршрутки в усі напрямки Харкова !  
Додатково + комунальні послуги.  
Об'єкт  111-918-383",50.032727,36.219176,2025-01-19 18:27:32,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-dvadtsat-tretego-avgusta-ulitsa-32666878.html
2 500,Харків,Салтівський,,вул. Академіків Ахієзерів,,35.0,10.0,,1,2,2,цегла,False,,,8,"Здам гостинку після капітального ремонту, Салтівка, вулиця Халтуріна (Ахіезер) 18Б, біля Французького бульвару. 
Всі зручності, другий поверх у двоповерховому будинку. Інтернет, WI-FI, кабельне, балкон, холодильник, пральна машина, бойлер, електроплита.  
Додатково плюс оплата за лічильниками, вода і світло.  
Об'єкт  111-864-889",49.9862318,36.302292,2025-01-19 18:27:25,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-akademikov-ahiezerov-ulitsa-32666877.html
6 000,Харків,Шевченківський,1-ий мікрорайон,вул. Отакара Яроша,Ботанічний сад,80.0,9.0,55.0,3,5,5,кирпич,False,,,8,"Здаю простору 3-кімнатну квартиру в першому будинку від станції метро Ботанічний Сад, по вулиці Отакара Яроша 25/46 .

Сталінка з високими стелями, окремими кімнатами, товстими стінами. Спальні місця - дві розкладні дивани і двоспальне ліжко.
Є все необхідне для життя - меблі, техніка.

Вартість - 6000грн + комунальні послуги

Телефонуйте, покажемо у зручний для вас час.",50.027922,36.223033,2025-01-19 17:46:03,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-1-yy-mikrorayon-otakara-yarosha-ulitsa-32465692.html
7 500,Харків,Індустріальний,,вул. 92 бригади(Сергія Грицевця),Індустріальна,51.0,8.0,,2,16,6,панель,False,,,10,"2 кімнатна квартира у тихому районі Харкова, по вулиці 92 бригади буд. 22. Квартира має зручне місто розташування. Поруч зручна транспортна розв'язка, супермаркет клас, школа, нова пошта, фітнес центр, кафе. Обладнання, меблі, зручності : телевізор, пральна машина, , ванна, електрочайнік, електрична плита, духова шафа, мікрохвильова піч, мультіварка, кондиціонер, лічильники води. Ціна за місяць 7500 + коммунальні",49.919258,36.406213,2025-01-19 17:14:06,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-industrialnyy-92-brigady-sergeya-gritsevtsa-ulitsa-32666727.html
7 500,Харків,Шевченківський,Павлове Поле,вул. Олексія Дерев'янка,,45.0,6.0,,2,9,6,кирпич,False,,,8,"код 11856
Уявіть собі затишний острівець комфорту в самому серці Павлового Поля, на вулиці Деревянка. Ця двокімнатна квартира на 6-му поверсі цегляного будинку  ідеальне місце для сімей, студентів чи навіть іноземців. Тут кожен знайде щось своє: затишок, практичність та зручність.

Квартира з роздільним плануванням, житловим станом та всім необхідним для життя: меблі, посуд, сучасна техніка (холодильник, пральна машина, кондиціонер тощо). Засклений балкон стане місцем для ранкової кави або вечірніх роздумів. Інтернет, телебачення, опалення, вода та навіть ліфт працюють без перебоїв, 

До метро «23 Серпня»  всього 10 хвилин пішки. У пішій доступності  парки, дитячі майданчики, банки, кафе, лікарні, магазини й навіть ліс для прогулянок. І головне  ви можете приїхати з дітьми, котиком чи просто мріями про затишне життя! 

Ціна: 7500 грн. Комунальні платежі включені! Не пропустіть шанс стати частиною цього куточка затишку.",50.03638,36.236002,2025-01-19 17:07:26,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-pavlovo-pole-alekseya-derevyanko-ulitsa-32666728.html
2 000,Харків,Новобаварський,Новожаново,просп. Людвіга Свободи,,25.0,6.0,,1,9,8,кирпич,False,,,4,"Оренда 1 кімнатної квартири (малогабаритна) на Олексіївці по вулиці Людвига Свободи 46. 8 поверх. Ліфт працює. Вся інфраструктура поруч, метро Олексіївська 5 хвилин, супермаркет Клас, маршрутки. Не торцева. 
Ціна: 2000 грн оренда в місяць   ком.послуги.",50.055509,36.207575,2025-01-19 17:07:26,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-novojanovo-lyudviga-svobody-prospekt-32666729.html
4 000,Харків,Шевченківський,,вул. Тобольська,Ботанічний сад,45.0,6.0,,1,5,5,цегла,False,,,7,"Здам 1 кімнатну квартиру, Шевченківський, Павлово Поле, вул. Тобольська,  м. Ботанічний Сад.  
Квартира в житловому стані, укомплектована для комфортного проживання.  
Додатково + комунальні.  
Об'єкт  111-941-425",50.02561942,36.20654296,2025-01-19 16:25:38,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-tobolskaya-ulitsa-32666644.html
6 500,Харків,Шевченківський,Центр,вул. Плужника Євгена,Левада,30.0,5.0,,1,3,3,цегла,False,,,3,"Здам квартиру студію.центр, Майдан Героїв Небесної Сотні (площадь Руднева) 22, м. Левада, Захисників України і Майдан Конституції 
У квартирі є все необхідне. Чиста .тепла. супутникове телебачення. Інтернет Сучасний ремонт.  
Додатково + комунальні послуги.  
Об'єкт  111-941-782",49.9192808,36.24065205,2025-01-19 16:25:38,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-tsentr-plujnika-evgeniya-ulitsa-32666645.html
6 000,Харків,Слобідський,,,Левада,60.0,12.0,,2,14,10,цегла,False,,,7,"Здам 2х кімнатну квартиру, Слобідський, Аерокосмічний (Гагаріна) проспект, 50, метро Левада.  
Квартира з косметичним ремонтом, укомплектована для комфортного проживання.  
Додатково + комунальні послуги.  
Об'єкт  111-936-765",,,2025-01-19 16:25:37,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-slobodskoy-32666643.html
3 500,Харків,Шевченківський,,вул. Європейська(Новгородська),Ботанічний сад,42.0,8.0,,2,9,7,цегла,False,,,6,"Здам двокімнатну квартиру, Шевченківський, Павлово Поле, вул. Новгородська 10 (м. Ботанічний сад або Наукова),  
Кімнати роздільні, ліфт працює, холодильник, стиральна машина, кондиционер,  
Додатково + комунальні послуги.  
Об'єкт  111-919-059",50.020017,36.220131,2025-01-19 16:25:33,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-shevchenkovskiy-novgorodskaya-ulitsa-32666642.html
4 000,Харків,Салтівський,,вул. Академіка Павлова,,37.0,5.0,,2,2,2,цегла,False,,,16,"Здам 2-х кімнатну квартиру, Салтівка, Сабурова Дача, Академіка Павлова 27 г, з вікна видно Французький бульвар.  
Квартира тепла, чиста, світла. Зроблено ремонт, натяжні стелі, на підлозі лінолеум, на стінах шпалери. Є пральна машинка, холодильник. У квартирі є меблі, в залі диван розкладний, два крісла і столик. У кімнаті стоїть шафа купе і ліжко. У квартирі є все необхідне для життя. Сусіди тихі, спокійні, під'їзд чистий, теплий. Поруч з будинком є школи, садки, зупинка транспорту, недалеко метро «Захисників України», ТРЦ, аптеки, СТО. Вся інфраструктура поруч.  
Встановлено лічильники на: воду, електрику, газ. На кухні газова колонка, вода гаряча завжди буде.  
Додатково + комунальні послуги.  
Об'єкт  111-863-637",49.98881882,36.28189965,2025-01-19 16:25:26,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-akademika-pavlova-ulitsa-32666641.html
5 500,Харків,Київський,Нагірний (Київський),вул. Свободи,Пушкінська,17.0,,,1,5,1,газоблок,False,ЖК Свобода-2,,6,"Здам 1к готельку на вул. Свободи 32.
ЖК Свобода, в самісінькому центрі міста.

Готелька затишна та доглянута.
В ній є все необхідне для комфортного проживання.
Також її можна орендувати для роботи б'юті-майстра.

ЖК має свою котельню, завдяки цьому опалення регулюється в залежності від погоди, тому рахунки за комунальні платежі дуже економічні.
Кондиціонер допоможе підтримати комфортну саме для вас температуру помешкання як в міжопалювальний сезон, так і в спекотне літо.

Будинок з внутрішнім двором, в якому є парковка.
До метро Ярослава Мудрого та Архітектора Бекетова 5 хвилин пішки.

Телефонуйте!
Покажу у зручний длявас час.

Світлана",50.00163865,36.24247472,2025-01-19 12:47:45,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-nagornyy-kievskiy-svobody-ulitsa-32666124.html
6 000,Харків,Немишлянський,,просп. Героїв Харкова(Московський),,38.0,10.0,20.0,1,10,5,кирпич,False,,,7,"Об'єкт SL-264111
АдресаНовые Дома, проспект Героїв Харкова 144/2
Комплекс ЖД Маршал
Кількість кімнат 1
Тип об'єкту квартира
Тип будівлі житловий фонд XXXX-XXXX-ті
Тип стін цегла
Клас об'єкта комфорт
Площа 38м2 / 20м2 / 10м2
Поверх / Поверховість 5 / 10
Планування 1 спальня
Ремонт косметичний
Рік будівництва 2018
Опалення індивідуальне газове
Санвузол поєднаний, ванна",49.965664,36.31854,2025-01-19 12:26:38,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-nemyshlyanskiy-geroev-harkova-moskovskiy-prospekt-32666104.html
8 000,Харків,Індустріальний,,вул. Миру,,45.0,13.0,20.0,1,9,4,кирпич,False,,,11,"Об'єкт SL-054861
АдресаХТЗ, вулиця Миру 9
Комплекс ЖК Мира 1
Кількість кімнат 1
Тип об'єкту квартира
Тип будівлі житловий фонд XXXX-XXXX-ті
Тип стін цегла
Клас об'єкта економ
Площа 45м2 / 20м2 / 13м2
Поверх / Поверховість 4 / 9
Планування 1 спальня
Ремонт капітальний ремонт
Опалення централізоване
Санвузол поєднаний, ванна",50.02496644,36.2209749,2025-01-19 12:26:36,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-industrialnyy-mira-ulitsa-32666103.html
9 000,Харків,Новобаварський,,вул. Болбочана Петра,,46.0,8.0,27.0,2,9,6,кирпич,False,,,16,"Об'єкт SL-046356
АдресаХолодная Гора, вулиця Петра Болбочана 7
Кількість кімнат 2
Тип об'єкту квартира
Тип будівлі вторинне
Тип стін цегла
Площа 46м2 / 27м2 / 8м2
Поверх / Поверховість 6 / 9
Ремонт косметичний
Санвузол роздільний",49.98195217,36.19043393,2025-01-19 12:26:35,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-novobavarskiy-bolbochana-petra-ulitsa-32666102.html
3 500,Харків,Салтівський,,вул. Валентинівська,Студентська,26.0,,,1,9,8,,False,,True,12,"Здаю свою 1 км. кв. 8/9
вул. Валентинівська, 46.
З ремонтом та всією необхідною, сучасною технікою та меблями.
Поруч є: Магазини, автостоянка, транспортна розв'язка, тихий двір.
На тривалий термін.
Ціна: 3500+ комунальні послуги.",50.005728,36.358381,2025-01-19 11:22:22,https://dom.ria.com/uk/realty-dolgosrochnaya-arenda-kvartira-harkov-saltovskiy-valentinovskaya-ulitsa-32666008.html
